transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_status,channel,country,fraud_flag
2228,1858,2023-04-03 19:00:00,CREDIT,75669,SUCCESS,NETBANKING,UAE,0
2229,1972,2023-04-03 20:00:00,DEBIT,3635,SUCCESS,CARD,UK,0
2230,1748,2023-04-03 21:00:00,CREDIT,18777,FAILED,UPI,Singapore,0
2231,1288,2023-04-03 22:00:00,DEBIT,83124,SUCCESS,CARD,UAE,0
2232,1261,2023-04-03 23:00:00,CREDIT,1008,SUCCESS,UPI,USA,0
2233,1215,2023-04-04 00:00:00,CREDIT,70253,SUCCESS,NETBANKING,UAE,0
2234,1146,2023-04-04 01:00:00,DEBIT,96067,SUCCESS,CARD,UAE,0
2235,1335,2023-04-04 02:00:00,CREDIT,89089,SUCCESS,NETBANKING,USA,0
2236,1167,2023-04-04 03:00:00,DEBIT,35179,SUCCESS,CARD,Singapore,0
2237,1091,2023-04-04 04:00:00,DEBIT,81656,SUCCESS,UPI,Singapore,0
2238,1352,2023-04-04 05:00:00,CREDIT,49423,SUCCESS,CARD,UK,0
2239,1570,2023-04-04 06:00:00,DEBIT,45420,SUCCESS,NETBANKING,UK,0
2240,1570,2023-04-04 07:00:00,CREDIT,92198,SUCCESS,UPI,Singapore,0
2241,1815,2023-04-04 08:00:00,DEBIT,90009,SUCCESS,CARD,Singapore,0
2242,1680,2023-04-04 09:00:00,CREDIT,46205,SUCCESS,NETBANKING,Singapore,0
2243,1780,2023-04-04 10:00:00,DEBIT,30264,FAILED,NETBANKING,Singapore,0
2244,1362,2023-04-04 11:00:00,CREDIT,1985,SUCCESS,CARD,UAE,0
2245,1556,2023-04-04 12:00:00,DEBIT,57919,SUCCESS,NETBANKING,UK,1
2246,1344,2023-04-04 13:00:00,DEBIT,1149,SUCCESS,UPI,USA,0
2247,1692,2023-04-04 14:00:00,DEBIT,53381,SUCCESS,CARD,India,0
2248,1169,2023-04-04 15:00:00,DEBIT,43371,SUCCESS,UPI,USA,0
2249,1355,2023-04-04 16:00:00,DEBIT,66797,SUCCESS,NETBANKING,India,0
2250,1190,2023-04-04 17:00:00,DEBIT,66451,SUCCESS,NETBANKING,UAE,0
2251,1666,2023-04-04 18:00:00,CREDIT,36634,SUCCESS,NETBANKING,UK,0
2252,1421,2023-04-04 19:00:00,CREDIT,93134,FAILED,UPI,India,0
2253,1699,2023-04-04 20:00:00,CREDIT,58197,SUCCESS,NETBANKING,Singapore,1
2254,1006,2023-04-04 21:00:00,CREDIT,53913,SUCCESS,CARD,UAE,0
2255,1132,2023-04-04 22:00:00,CREDIT,25137,FAILED,CARD,India,0
2256,1746,2023-04-04 23:00:00,DEBIT,36107,SUCCESS,NETBANKING,Singapore,0
2257,1556,2023-04-05 00:00:00,CREDIT,79578,SUCCESS,CARD,UAE,0
2258,1825,2023-04-05 01:00:00,DEBIT,27378,SUCCESS,UPI,India,0
2259,1760,2023-04-05 02:00:00,CREDIT,8372,SUCCESS,UPI,Singapore,0
2260,1030,2023-04-05 03:00:00,CREDIT,57283,SUCCESS,NETBANKING,UK,0
2261,1534,2023-04-05 04:00:00,DEBIT,99273,SUCCESS,CARD,UAE,0
2262,1425,2023-04-05 05:00:00,DEBIT,38394,SUCCESS,CARD,India,0
2263,1393,2023-04-05 06:00:00,DEBIT,73377,SUCCESS,NETBANKING,Singapore,0
2264,1671,2023-04-05 07:00:00,DEBIT,62609,SUCCESS,UPI,UK,0
2265,1362,2023-04-05 08:00:00,CREDIT,4794,SUCCESS,NETBANKING,Singapore,0
2266,1436,2023-04-05 09:00:00,DEBIT,95942,SUCCESS,CARD,UK,0
2267,1669,2023-04-05 10:00:00,CREDIT,58250,SUCCESS,CARD,India,0
2268,1550,2023-04-05 11:00:00,CREDIT,67570,SUCCESS,NETBANKING,Singapore,0
2269,1926,2023-04-05 12:00:00,CREDIT,21656,SUCCESS,UPI,Singapore,0
2270,1081,2023-04-05 13:00:00,CREDIT,64571,SUCCESS,UPI,USA,0
2271,1355,2023-04-05 14:00:00,CREDIT,49955,FAILED,NETBANKING,UAE,1
2272,1257,2023-04-05 15:00:00,DEBIT,49186,SUCCESS,CARD,Singapore,0
2273,1717,2023-04-05 16:00:00,DEBIT,19007,SUCCESS,UPI,UK,0
2274,1588,2023-04-05 17:00:00,CREDIT,71795,SUCCESS,NETBANKING,UAE,0
2275,1988,2023-04-05 18:00:00,CREDIT,48587,SUCCESS,CARD,India,0
2276,1523,2023-04-05 19:00:00,CREDIT,29258,SUCCESS,UPI,UAE,0
2277,1294,2023-04-05 20:00:00,CREDIT,20393,FAILED,UPI,USA,0
2278,1961,2023-04-05 21:00:00,DEBIT,45861,SUCCESS,NETBANKING,India,0
2279,1223,2023-04-05 22:00:00,CREDIT,99568,SUCCESS,CARD,Singapore,0
2280,1524,2023-04-05 23:00:00,DEBIT,33487,SUCCESS,UPI,India,0
2281,1045,2023-04-06 00:00:00,CREDIT,40850,SUCCESS,NETBANKING,India,0
2282,1666,2023-04-06 01:00:00,DEBIT,68702,SUCCESS,UPI,USA,0
2283,1112,2023-04-06 02:00:00,CREDIT,21356,SUCCESS,CARD,UK,0
2284,1232,2023-04-06 03:00:00,DEBIT,5694,SUCCESS,UPI,India,1
2285,1016,2023-04-06 04:00:00,CREDIT,2560,SUCCESS,CARD,UK,0
2286,1359,2023-04-06 05:00:00,DEBIT,72456,SUCCESS,UPI,UAE,0
2287,1222,2023-04-06 06:00:00,CREDIT,54798,SUCCESS,UPI,USA,0
2288,1865,2023-04-06 07:00:00,CREDIT,16291,FAILED,NETBANKING,Singapore,0
2289,1699,2023-04-06 08:00:00,DEBIT,84731,SUCCESS,UPI,India,0
2290,1447,2023-04-06 09:00:00,DEBIT,10629,SUCCESS,CARD,UK,0
2291,1855,2023-04-06 10:00:00,DEBIT,32275,SUCCESS,NETBANKING,India,0
2292,1364,2023-04-06 11:00:00,DEBIT,17775,SUCCESS,CARD,USA,0
2293,1674,2023-04-06 12:00:00,DEBIT,43258,SUCCESS,CARD,Singapore,0
2294,1325,2023-04-06 13:00:00,CREDIT,46898,SUCCESS,NETBANKING,UAE,0
2295,1466,2023-04-06 14:00:00,CREDIT,71010,SUCCESS,CARD,UAE,0
2296,1413,2023-04-06 15:00:00,CREDIT,26076,SUCCESS,UPI,UK,0
2297,1454,2023-04-06 16:00:00,DEBIT,63216,SUCCESS,NETBANKING,UAE,0
2298,1585,2023-04-06 17:00:00,CREDIT,78778,SUCCESS,UPI,UK,0
2299,1232,2023-04-06 18:00:00,CREDIT,62921,FAILED,UPI,Singapore,0
2300,1223,2023-04-06 19:00:00,DEBIT,12304,SUCCESS,CARD,India,0
2301,1993,2023-04-06 20:00:00,DEBIT,55765,SUCCESS,CARD,USA,0
2302,1830,2023-04-06 21:00:00,CREDIT,7494,SUCCESS,UPI,Singapore,0
2303,1411,2023-04-06 22:00:00,CREDIT,64914,SUCCESS,NETBANKING,Singapore,0
2304,1571,2023-04-06 23:00:00,CREDIT,33693,SUCCESS,UPI,UAE,0
2305,1334,2023-04-07 00:00:00,CREDIT,42064,SUCCESS,UPI,UAE,0
2306,1221,2023-04-07 01:00:00,CREDIT,77288,SUCCESS,CARD,USA,0
2307,1036,2023-04-07 02:00:00,DEBIT,99376,SUCCESS,CARD,India,0
2308,1988,2023-04-07 03:00:00,DEBIT,53465,FAILED,UPI,Singapore,0
2309,1277,2023-04-07 04:00:00,DEBIT,543,SUCCESS,UPI,UAE,0
2310,1195,2023-04-07 05:00:00,CREDIT,89539,SUCCESS,CARD,Singapore,0
2311,1915,2023-04-07 06:00:00,DEBIT,99158,SUCCESS,UPI,India,0
2312,1863,2023-04-07 07:00:00,CREDIT,28280,SUCCESS,CARD,UK,0
2313,1483,2023-04-07 08:00:00,DEBIT,48891,SUCCESS,UPI,India,0
2314,1241,2023-04-07 09:00:00,DEBIT,86755,SUCCESS,NETBANKING,Singapore,0
2315,1323,2023-04-07 10:00:00,CREDIT,75999,SUCCESS,NETBANKING,Singapore,0
2316,1730,2023-04-07 11:00:00,CREDIT,43765,SUCCESS,UPI,USA,0
2317,1191,2023-04-07 12:00:00,DEBIT,97177,SUCCESS,CARD,Singapore,0
2318,1016,2023-04-07 13:00:00,CREDIT,3565,SUCCESS,UPI,UAE,0
2319,1523,2023-04-07 14:00:00,DEBIT,68347,SUCCESS,UPI,USA,0
2320,1917,2023-04-07 15:00:00,CREDIT,51659,SUCCESS,CARD,Singapore,0
2321,1400,2023-04-07 16:00:00,DEBIT,25298,SUCCESS,UPI,India,0
2322,1905,2023-04-07 17:00:00,CREDIT,54840,FAILED,CARD,Singapore,0
2323,1885,2023-04-07 18:00:00,CREDIT,22588,SUCCESS,UPI,India,0
2324,1704,2023-04-07 19:00:00,DEBIT,38615,SUCCESS,CARD,India,0
2325,1021,2023-04-07 20:00:00,CREDIT,89244,SUCCESS,UPI,Singapore,0
2326,1473,2023-04-07 21:00:00,CREDIT,27998,SUCCESS,NETBANKING,India,0
2327,1119,2023-04-07 22:00:00,CREDIT,2019,SUCCESS,CARD,UK,0
2328,1209,2023-04-07 23:00:00,CREDIT,50170,SUCCESS,NETBANKING,USA,0
2329,1305,2023-04-08 00:00:00,CREDIT,62713,FAILED,CARD,Singapore,0
2330,1269,2023-04-08 01:00:00,CREDIT,96807,SUCCESS,CARD,UK,0
2331,1703,2023-04-08 02:00:00,DEBIT,86235,SUCCESS,CARD,India,0
2332,1686,2023-04-08 03:00:00,CREDIT,82601,SUCCESS,CARD,India,0
2333,1284,2023-04-08 04:00:00,DEBIT,47103,SUCCESS,UPI,USA,0
2334,1715,2023-04-08 05:00:00,CREDIT,48578,SUCCESS,UPI,UK,0
2335,1675,2023-04-08 06:00:00,CREDIT,14534,SUCCESS,CARD,UK,0
2336,1762,2023-04-08 07:00:00,DEBIT,46346,SUCCESS,UPI,Singapore,0
2337,1226,2023-04-08 08:00:00,CREDIT,36749,SUCCESS,CARD,India,0
2338,1947,2023-04-08 09:00:00,DEBIT,59130,SUCCESS,CARD,UAE,0
2339,1380,2023-04-08 10:00:00,CREDIT,53161,SUCCESS,NETBANKING,Singapore,0
2340,1459,2023-04-08 11:00:00,DEBIT,2099,SUCCESS,CARD,Singapore,0
2341,1006,2023-04-08 12:00:00,DEBIT,14949,SUCCESS,CARD,Singapore,0
2342,1028,2023-04-08 13:00:00,DEBIT,76539,SUCCESS,UPI,USA,0
2343,1906,2023-04-08 14:00:00,DEBIT,52900,SUCCESS,CARD,USA,0
2344,1032,2023-04-08 15:00:00,DEBIT,5545,SUCCESS,CARD,Singapore,0
2345,1645,2023-04-08 16:00:00,CREDIT,18140,SUCCESS,NETBANKING,UAE,0
2346,1878,2023-04-08 17:00:00,CREDIT,64415,SUCCESS,UPI,UK,0
2347,1078,2023-04-08 18:00:00,DEBIT,346,SUCCESS,UPI,UK,0
2348,1927,2023-04-08 19:00:00,CREDIT,31253,SUCCESS,NETBANKING,India,0
2349,1946,2023-04-08 20:00:00,CREDIT,5312,SUCCESS,CARD,UK,0
2350,1458,2023-04-08 21:00:00,DEBIT,3439,SUCCESS,NETBANKING,UK,0
2351,1569,2023-04-08 22:00:00,CREDIT,88778,SUCCESS,UPI,UAE,0
2352,1982,2023-04-08 23:00:00,DEBIT,56338,SUCCESS,NETBANKING,UK,0
2353,1537,2023-04-09 00:00:00,DEBIT,19494,SUCCESS,UPI,UAE,0
2354,1481,2023-04-09 01:00:00,DEBIT,53971,SUCCESS,NETBANKING,USA,0
2355,1429,2023-04-09 02:00:00,DEBIT,77822,SUCCESS,CARD,UAE,0
2356,1737,2023-04-09 03:00:00,CREDIT,34707,SUCCESS,CARD,USA,0
2357,1284,2023-04-09 04:00:00,CREDIT,52155,SUCCESS,UPI,UAE,0
2358,1515,2023-04-09 05:00:00,DEBIT,4495,FAILED,NETBANKING,Singapore,0
2359,1976,2023-04-09 06:00:00,CREDIT,15390,SUCCESS,UPI,USA,0
2360,1098,2023-04-09 07:00:00,DEBIT,87787,SUCCESS,CARD,USA,0
2361,1396,2023-04-09 08:00:00,DEBIT,65178,SUCCESS,UPI,UK,0
2362,1488,2023-04-09 09:00:00,CREDIT,3791,SUCCESS,CARD,USA,0
2363,1038,2023-04-09 10:00:00,CREDIT,7570,FAILED,UPI,UAE,0
2364,1270,2023-04-09 11:00:00,DEBIT,3941,SUCCESS,NETBANKING,Singapore,0
2365,1886,2023-04-09 12:00:00,CREDIT,63297,SUCCESS,CARD,Singapore,0
2366,1796,2023-04-09 13:00:00,DEBIT,55873,SUCCESS,UPI,UK,0
2367,1156,2023-04-09 14:00:00,CREDIT,17876,SUCCESS,CARD,UAE,0
2368,1074,2023-04-09 15:00:00,DEBIT,71696,FAILED,NETBANKING,UAE,0
2369,1883,2023-04-09 16:00:00,DEBIT,27684,SUCCESS,CARD,India,0
2370,1799,2023-04-09 17:00:00,DEBIT,4400,SUCCESS,NETBANKING,USA,0
2371,1129,2023-04-09 18:00:00,DEBIT,3438,SUCCESS,CARD,UK,0
2372,1686,2023-04-09 19:00:00,CREDIT,62701,SUCCESS,NETBANKING,Singapore,0
2373,1973,2023-04-09 20:00:00,CREDIT,5587,SUCCESS,CARD,India,0
2374,1083,2023-04-09 21:00:00,DEBIT,36382,SUCCESS,NETBANKING,UAE,0
2375,1021,2023-04-09 22:00:00,CREDIT,95165,SUCCESS,UPI,USA,0
2376,1458,2023-04-09 23:00:00,DEBIT,95898,FAILED,UPI,Singapore,0
2377,1538,2023-04-10 00:00:00,DEBIT,76916,SUCCESS,CARD,India,0
2378,1706,2023-04-10 01:00:00,DEBIT,28904,SUCCESS,NETBANKING,UAE,0
2379,1848,2023-04-10 02:00:00,DEBIT,10015,SUCCESS,UPI,Singapore,0
2380,1381,2023-04-10 03:00:00,DEBIT,11258,SUCCESS,CARD,Singapore,0
2381,1747,2023-04-10 04:00:00,DEBIT,74257,SUCCESS,UPI,UAE,0
2382,1439,2023-04-10 05:00:00,CREDIT,10647,SUCCESS,NETBANKING,UAE,0
2383,1603,2023-04-10 06:00:00,CREDIT,88813,SUCCESS,CARD,UK,0
2384,1988,2023-04-10 07:00:00,CREDIT,2559,SUCCESS,NETBANKING,Singapore,0
2385,1020,2023-04-10 08:00:00,DEBIT,28868,SUCCESS,NETBANKING,UAE,0
2386,1302,2023-04-10 09:00:00,DEBIT,63246,SUCCESS,NETBANKING,India,0
2387,1975,2023-04-10 10:00:00,DEBIT,50970,SUCCESS,UPI,USA,1
2388,1868,2023-04-10 11:00:00,CREDIT,50560,SUCCESS,CARD,UK,0
2389,1954,2023-04-10 12:00:00,DEBIT,83070,SUCCESS,NETBANKING,UAE,0
2390,1083,2023-04-10 13:00:00,CREDIT,60917,SUCCESS,UPI,USA,0
2391,1773,2023-04-10 14:00:00,DEBIT,38347,SUCCESS,NETBANKING,UK,0
2392,1658,2023-04-10 15:00:00,DEBIT,15519,SUCCESS,UPI,Singapore,0
2393,1952,2023-04-10 16:00:00,CREDIT,35677,SUCCESS,CARD,USA,0
2394,1452,2023-04-10 17:00:00,CREDIT,3021,SUCCESS,CARD,UK,1
2395,1386,2023-04-10 18:00:00,DEBIT,4776,SUCCESS,CARD,UAE,0
2396,1506,2023-04-10 19:00:00,DEBIT,86061,SUCCESS,CARD,UAE,0
2397,1256,2023-04-10 20:00:00,CREDIT,49784,FAILED,NETBANKING,UK,0
2398,1569,2023-04-10 21:00:00,DEBIT,13563,SUCCESS,UPI,Singapore,0
2399,1891,2023-04-10 22:00:00,DEBIT,25574,SUCCESS,CARD,UK,0
2400,1933,2023-04-10 23:00:00,DEBIT,41035,SUCCESS,NETBANKING,India,1
2401,1526,2023-04-11 00:00:00,CREDIT,67105,SUCCESS,CARD,UK,0
2402,1161,2023-04-11 01:00:00,DEBIT,58696,SUCCESS,CARD,UK,0
2403,1956,2023-04-11 02:00:00,DEBIT,72928,SUCCESS,CARD,UAE,0
2404,1162,2023-04-11 03:00:00,DEBIT,91045,SUCCESS,UPI,Singapore,0
2405,1831,2023-04-11 04:00:00,DEBIT,89162,SUCCESS,UPI,UK,1
2406,1792,2023-04-11 05:00:00,CREDIT,55252,SUCCESS,UPI,USA,0
2407,1791,2023-04-11 06:00:00,CREDIT,89101,SUCCESS,CARD,UAE,0
2408,1523,2023-04-11 07:00:00,CREDIT,96591,SUCCESS,NETBANKING,UAE,0
2409,1785,2023-04-11 08:00:00,CREDIT,92421,SUCCESS,NETBANKING,UK,0
2410,1270,2023-04-11 09:00:00,CREDIT,86669,SUCCESS,NETBANKING,USA,0
2411,1491,2023-04-11 10:00:00,CREDIT,72567,SUCCESS,CARD,UK,0
2412,1207,2023-04-11 11:00:00,DEBIT,52676,SUCCESS,UPI,USA,0
2413,1538,2023-04-11 12:00:00,CREDIT,66727,SUCCESS,NETBANKING,UAE,0
2414,1583,2023-04-11 13:00:00,DEBIT,25872,SUCCESS,CARD,USA,0
2415,1059,2023-04-11 14:00:00,DEBIT,16463,SUCCESS,CARD,UK,0
2416,1429,2023-04-11 15:00:00,DEBIT,28590,SUCCESS,NETBANKING,India,0
2417,1984,2023-04-11 16:00:00,CREDIT,59104,SUCCESS,NETBANKING,India,0
2418,1656,2023-04-11 17:00:00,DEBIT,53906,SUCCESS,CARD,USA,0
2419,1604,2023-04-11 18:00:00,DEBIT,360,FAILED,NETBANKING,UK,0
2420,1308,2023-04-11 19:00:00,DEBIT,76092,SUCCESS,CARD,Singapore,0
2421,1519,2023-04-11 20:00:00,DEBIT,22420,SUCCESS,NETBANKING,India,0
2422,1590,2023-04-11 21:00:00,DEBIT,79071,SUCCESS,UPI,UAE,0
2423,1026,2023-04-11 22:00:00,DEBIT,42245,SUCCESS,CARD,UK,0
2424,1685,2023-04-11 23:00:00,CREDIT,63788,SUCCESS,UPI,UK,0
2425,1561,2023-04-12 00:00:00,DEBIT,48681,SUCCESS,NETBANKING,India,0
2426,1198,2023-04-12 01:00:00,CREDIT,92661,SUCCESS,CARD,Singapore,0
2427,1386,2023-04-12 02:00:00,DEBIT,93745,SUCCESS,NETBANKING,UAE,0
2428,1348,2023-04-12 03:00:00,CREDIT,20854,SUCCESS,CARD,Singapore,0
2429,1959,2023-04-12 04:00:00,CREDIT,69937,SUCCESS,NETBANKING,UAE,0
2430,1939,2023-04-12 05:00:00,DEBIT,7307,SUCCESS,UPI,India,0
2431,1692,2023-04-12 06:00:00,DEBIT,28020,FAILED,UPI,UK,0
2432,1535,2023-04-12 07:00:00,CREDIT,87839,SUCCESS,NETBANKING,UAE,0
2433,1827,2023-04-12 08:00:00,DEBIT,87181,SUCCESS,UPI,UK,0
2434,1377,2023-04-12 09:00:00,DEBIT,24116,SUCCESS,UPI,USA,1
2435,1898,2023-04-12 10:00:00,CREDIT,96734,SUCCESS,NETBANKING,USA,0
2436,1915,2023-04-12 11:00:00,DEBIT,60622,SUCCESS,CARD,India,0
2437,1557,2023-04-12 12:00:00,CREDIT,74192,FAILED,NETBANKING,India,0
2438,1526,2023-04-12 13:00:00,DEBIT,54168,SUCCESS,CARD,India,1
2439,1152,2023-04-12 14:00:00,DEBIT,20202,SUCCESS,UPI,USA,0
2440,1733,2023-04-12 15:00:00,CREDIT,2024,SUCCESS,UPI,UAE,0
2441,1205,2023-04-12 16:00:00,CREDIT,85115,SUCCESS,UPI,Singapore,0
2442,1454,2023-04-12 17:00:00,CREDIT,54433,SUCCESS,UPI,India,0
2443,1272,2023-04-12 18:00:00,DEBIT,84558,SUCCESS,UPI,Singapore,0
2444,1893,2023-04-12 19:00:00,DEBIT,84296,SUCCESS,CARD,Singapore,0
2445,1235,2023-04-12 20:00:00,DEBIT,46199,SUCCESS,CARD,USA,0
2446,1851,2023-04-12 21:00:00,CREDIT,57446,SUCCESS,CARD,UAE,0
2447,1739,2023-04-12 22:00:00,CREDIT,75581,SUCCESS,NETBANKING,USA,0
2448,1520,2023-04-12 23:00:00,CREDIT,50162,FAILED,UPI,India,0
2449,1677,2023-04-13 00:00:00,CREDIT,406,SUCCESS,UPI,USA,0
2450,1943,2023-04-13 01:00:00,DEBIT,88595,SUCCESS,UPI,USA,0
2451,1955,2023-04-13 02:00:00,DEBIT,69867,FAILED,NETBANKING,USA,0
2452,1830,2023-04-13 03:00:00,DEBIT,12307,SUCCESS,NETBANKING,India,0
2453,1725,2023-04-13 04:00:00,CREDIT,39526,SUCCESS,NETBANKING,India,0
2454,1500,2023-04-13 05:00:00,DEBIT,6436,SUCCESS,UPI,USA,0
2455,1116,2023-04-13 06:00:00,DEBIT,75266,FAILED,CARD,USA,0
2456,1385,2023-04-13 07:00:00,DEBIT,17356,SUCCESS,NETBANKING,Singapore,0
2457,1343,2023-04-13 08:00:00,DEBIT,99545,SUCCESS,NETBANKING,UAE,0
2458,1583,2023-04-13 09:00:00,CREDIT,49917,SUCCESS,CARD,Singapore,0
2459,1394,2023-04-13 10:00:00,CREDIT,33819,SUCCESS,NETBANKING,UAE,0
2460,1063,2023-04-13 11:00:00,DEBIT,42117,SUCCESS,CARD,UAE,0
2461,1716,2023-04-13 12:00:00,CREDIT,45804,SUCCESS,UPI,USA,0
2462,1720,2023-04-13 13:00:00,CREDIT,30113,SUCCESS,CARD,Singapore,0
2463,1071,2023-04-13 14:00:00,DEBIT,80091,SUCCESS,CARD,UAE,0
2464,1788,2023-04-13 15:00:00,DEBIT,70358,SUCCESS,UPI,UAE,0
2465,1273,2023-04-13 16:00:00,DEBIT,78448,SUCCESS,NETBANKING,India,0
2466,1989,2023-04-13 17:00:00,CREDIT,95912,SUCCESS,UPI,UAE,0
2467,1319,2023-04-13 18:00:00,CREDIT,36876,SUCCESS,NETBANKING,USA,0
2468,1337,2023-04-13 19:00:00,DEBIT,10160,SUCCESS,NETBANKING,UK,0
2469,1365,2023-04-13 20:00:00,DEBIT,78692,SUCCESS,CARD,India,0
2470,1494,2023-04-13 21:00:00,DEBIT,6755,FAILED,UPI,UK,0
2471,1606,2023-04-13 22:00:00,DEBIT,88210,SUCCESS,CARD,USA,0
2472,1165,2023-04-13 23:00:00,DEBIT,50023,SUCCESS,UPI,UK,0
2473,1543,2023-04-14 00:00:00,DEBIT,78663,SUCCESS,UPI,UAE,0
2474,1010,2023-04-14 01:00:00,CREDIT,4130,SUCCESS,CARD,UK,0
2475,1300,2023-04-14 02:00:00,DEBIT,89879,SUCCESS,NETBANKING,Singapore,0
2476,1728,2023-04-14 03:00:00,DEBIT,33389,SUCCESS,NETBANKING,USA,1
2477,1800,2023-04-14 04:00:00,DEBIT,19839,SUCCESS,UPI,Singapore,0
2478,1101,2023-04-14 05:00:00,DEBIT,99804,SUCCESS,NETBANKING,UK,0
2479,1424,2023-04-14 06:00:00,DEBIT,61787,SUCCESS,CARD,Singapore,0
2480,1391,2023-04-14 07:00:00,CREDIT,36591,SUCCESS,CARD,India,0
2481,1778,2023-04-14 08:00:00,DEBIT,95649,SUCCESS,CARD,UK,0
2482,1213,2023-04-14 09:00:00,CREDIT,72215,SUCCESS,UPI,Singapore,0
2483,1690,2023-04-14 10:00:00,DEBIT,83878,SUCCESS,UPI,UAE,0
2484,1087,2023-04-14 11:00:00,CREDIT,4881,SUCCESS,NETBANKING,UK,0
2485,1552,2023-04-14 12:00:00,CREDIT,20548,SUCCESS,CARD,India,0
2486,1400,2023-04-14 13:00:00,CREDIT,51650,SUCCESS,CARD,UAE,0
2487,1587,2023-04-14 14:00:00,DEBIT,49394,SUCCESS,UPI,UK,0
2488,1888,2023-04-14 15:00:00,CREDIT,21546,SUCCESS,UPI,UAE,0
2489,1045,2023-04-14 16:00:00,CREDIT,76679,SUCCESS,UPI,UK,0
2490,1671,2023-04-14 17:00:00,DEBIT,85489,SUCCESS,CARD,UK,0
2491,1462,2023-04-14 18:00:00,CREDIT,85715,SUCCESS,CARD,USA,0
2492,1591,2023-04-14 19:00:00,DEBIT,17201,SUCCESS,NETBANKING,Singapore,0
2493,1309,2023-04-14 20:00:00,DEBIT,66278,SUCCESS,CARD,UK,0
2494,1085,2023-04-14 21:00:00,DEBIT,28116,SUCCESS,NETBANKING,India,0
2495,1091,2023-04-14 22:00:00,CREDIT,19032,SUCCESS,NETBANKING,Singapore,0
2496,1659,2023-04-14 23:00:00,DEBIT,44753,SUCCESS,CARD,USA,0
2497,1672,2023-04-15 00:00:00,CREDIT,90581,SUCCESS,NETBANKING,Singapore,0
2498,1713,2023-04-15 01:00:00,DEBIT,52902,SUCCESS,NETBANKING,Singapore,0
2499,1935,2023-04-15 02:00:00,CREDIT,7649,SUCCESS,UPI,UK,0
2500,1927,2023-04-15 03:00:00,DEBIT,79033,SUCCESS,CARD,India,0
2501,1241,2023-04-15 04:00:00,CREDIT,25462,SUCCESS,NETBANKING,UK,0
2502,1864,2023-04-15 05:00:00,DEBIT,47942,FAILED,NETBANKING,India,0
2503,1001,2023-04-15 06:00:00,DEBIT,46639,SUCCESS,NETBANKING,India,0
2504,1224,2023-04-15 07:00:00,DEBIT,33817,SUCCESS,CARD,UAE,1
2505,1800,2023-04-15 08:00:00,CREDIT,54696,SUCCESS,UPI,UK,0
2506,1744,2023-04-15 09:00:00,DEBIT,23116,SUCCESS,UPI,USA,0
2507,1972,2023-04-15 10:00:00,DEBIT,55300,SUCCESS,CARD,Singapore,0
2508,1925,2023-04-15 11:00:00,DEBIT,80368,SUCCESS,CARD,UAE,0
2509,1928,2023-04-15 12:00:00,CREDIT,60387,SUCCESS,CARD,USA,0
2510,1588,2023-04-15 13:00:00,DEBIT,92547,SUCCESS,CARD,UK,0
2511,1115,2023-04-15 14:00:00,CREDIT,83502,SUCCESS,UPI,India,1
2512,1665,2023-04-15 15:00:00,CREDIT,42707,SUCCESS,NETBANKING,UK,0
2513,1917,2023-04-15 16:00:00,CREDIT,27721,SUCCESS,NETBANKING,UK,0
2514,1102,2023-04-15 17:00:00,DEBIT,12923,SUCCESS,CARD,UAE,0
2515,1193,2023-04-15 18:00:00,CREDIT,30086,FAILED,CARD,USA,0
2516,1165,2023-04-15 19:00:00,CREDIT,64425,SUCCESS,NETBANKING,UAE,0
2517,1870,2023-04-15 20:00:00,DEBIT,57871,FAILED,UPI,USA,1
2518,1089,2023-04-15 21:00:00,DEBIT,55073,SUCCESS,CARD,UAE,0
2519,1685,2023-04-15 22:00:00,CREDIT,14790,SUCCESS,CARD,Singapore,0
2520,1121,2023-04-15 23:00:00,DEBIT,39207,SUCCESS,UPI,India,0
2521,1142,2023-04-16 00:00:00,CREDIT,57988,SUCCESS,UPI,India,1
2522,1993,2023-04-16 01:00:00,CREDIT,11056,SUCCESS,UPI,India,0
2523,1105,2023-04-16 02:00:00,CREDIT,86939,FAILED,CARD,Singapore,1
2524,1886,2023-04-16 03:00:00,DEBIT,56327,SUCCESS,UPI,Singapore,0
2525,1427,2023-04-16 04:00:00,CREDIT,36633,SUCCESS,CARD,India,0
2526,1304,2023-04-16 05:00:00,CREDIT,95310,SUCCESS,CARD,India,0
2527,1871,2023-04-16 06:00:00,CREDIT,56334,SUCCESS,UPI,USA,0
2528,1970,2023-04-16 07:00:00,DEBIT,67694,SUCCESS,NETBANKING,USA,0
2529,1316,2023-04-16 08:00:00,CREDIT,57001,SUCCESS,UPI,UK,0
2530,1962,2023-04-16 09:00:00,CREDIT,11619,SUCCESS,NETBANKING,UAE,0
2531,1634,2023-04-16 10:00:00,CREDIT,31215,FAILED,UPI,USA,0
2532,1901,2023-04-16 11:00:00,CREDIT,66366,SUCCESS,UPI,USA,0
2533,1008,2023-04-16 12:00:00,DEBIT,1932,SUCCESS,CARD,USA,1
2534,1773,2023-04-16 13:00:00,DEBIT,41468,SUCCESS,CARD,USA,0
2535,1072,2023-04-16 14:00:00,CREDIT,88525,SUCCESS,CARD,Singapore,0
2536,1358,2023-04-16 15:00:00,CREDIT,69815,SUCCESS,CARD,UK,0
